"","Place_ID","unique_id","title","authors","pub_year","journal","study_site","moisture_type_DELETE.","moisture_type_consistent","moisture_units","moisture_open","moisture_forest","measurement_depth_DELETE.","Depth_lowerRange","Depth_upperRange","Average_Depth","Depth_Units","mat_deg_c","map_mm","Lat_degrees","Lat_Minutes","Lat_Seconds","Direction","Lat_Coordinates","Long_degrees","Long_Minutes","Long_Seconds","Direction.1","Long_Coordinates","moisture_open_proportion","moisture_forest_proportion"
"570",570,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.201664,0.20764,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.201664,0.20764
"571",571,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.195385,0.204532,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.195385,0.204532
"572",572,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.198384,0.201279,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.198384,0.201279
"573",573,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.195525,0.19884,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.195525,0.19884
"574",574,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.193266,0.196501,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.193266,0.196501
"575",575,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.190235,0.194048,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.190235,0.194048
"576",576,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.208602,0.20874,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.208602,0.20874
"577",577,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.219051,0.232342,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.219051,0.232342
"578",578,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.213595,0.222282,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.213595,0.222282
"579",579,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.210688,0.21089,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.210688,0.21089
"580",580,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.207075,0.204273,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.207075,0.204273
"581",581,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.204234,0.200225,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.204234,0.200225
"582",582,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.208323,0.222378,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.208323,0.222378
"583",583,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.207966,0.213811,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.207966,0.213811
"584",584,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.205786,0.203995,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.205786,0.203995
"585",585,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.225079,0.226691,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.225079,0.226691
"586",586,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.22868,0.232146,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.22868,0.232146
"587",587,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.21931,0.210083,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.21931,0.210083
"588",588,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.217456,0.200694,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.217456,0.200694
"589",589,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.215275,0.192599,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.215275,0.192599
"590",590,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.212596,0.189878,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.212596,0.189878
"591",591,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.210812,0.181512,"10 cm","10",NA,10,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.210812,0.181512
"592",592,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.230858,0.224144,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.230858,0.224144
"593",593,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.229302,0.221036,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.229302,0.221036
"594",594,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.227408,0.218394,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.227408,0.218394
"595",595,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.224999,0.215483,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.224999,0.215483
"596",596,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.222069,0.21312,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.222069,0.21312
"597",597,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.219643,0.210236,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.219643,0.210236
"598",598,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.218942,0.207968,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.218942,0.207968
"599",599,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.217232,0.205757,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.217232,0.205757
"600",600,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.214968,0.202723,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.214968,0.202723
"601",601,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.212442,0.199396,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.212442,0.199396
"602",602,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.209951,0.196114,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.209951,0.196114
"603",603,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.206958,0.193353,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.206958,0.193353
"604",604,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.204959,0.191229,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.204959,0.191229
"605",605,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.202963,0.1887,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.202963,0.1887
"606",606,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.200683,0.184069,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.200683,0.184069
"607",607,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.198052,0.177627,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.198052,0.177627
"608",608,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.195488,0.174609,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.195488,0.174609
"609",609,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.200276,0.190741,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.200276,0.190741
"610",610,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.205919,0.188923,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.205919,0.188923
"611",611,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.205713,0.186522,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.205713,0.186522
"612",612,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.204596,0.184498,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.204596,0.184498
"613",613,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.202764,0.181615,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.202764,0.181615
"614",614,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.20092,0.181161,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.20092,0.181161
"615",615,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.198408,0.184777,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.198408,0.184777
"616",616,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.196994,0.178853,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.196994,0.178853
"617",617,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.196299,0.176643,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.196299,0.176643
"618",618,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.201429,0.193841,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.201429,0.193841
"619",619,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.200508,0.192122,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.200508,0.192122
"620",620,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.200383,0.185769,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.200383,0.185769
"621",621,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.198492,0.179104,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.198492,0.179104
"622",622,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.196308,0.175721,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.196308,0.175721
"623",623,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.194688,0.171597,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.194688,0.171597
"624",624,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.193685,0.166709,"20 cm","20",NA,20,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.193685,0.166709
"625",625,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.256813,0.234481,"30cm","30",NA,30,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.256813,0.234481
"626",626,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.255204,0.232137,"30cm","30",NA,30,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.255204,0.232137
"627",627,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.255048,0.229074,"30cm","30",NA,30,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.255048,0.229074
"628",628,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.252729,0.226704,"30cm","30",NA,30,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.252729,0.226704
"629",629,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.250499,0.22332,"30cm","30",NA,30,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.250499,0.22332
"630",630,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.249214,0.220325,"30cm","30",NA,30,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.249214,0.220325
"631",631,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.24741,0.218431,"30cm","30",NA,30,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.24741,0.218431
"632",632,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.246671,0.218369,"30cm","30",NA,30,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.246671,0.218369
"633",633,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.245018,0.216072,"30cm","30",NA,30,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.245018,0.216072
"634",634,20,"Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model","Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,"Atmospheric Environment","Cub Hilll","Volumetric Water Content","VSWC","m^3/ m^3",0.243357,0.208964,"30cm","30",NA,30,"cm",NA,NA,NA,NA,NA,"N",39,NA,NA,NA,"W",-76.5,0.243357,0.208964
