unique_id,title,authors,pub_year,journal,study_site,moisture_type_DELETE?,moisture_type_consistent,moisture_units,moisture_open,moisture_forest,measurement_depth_DELETE?,Depth_lowerRange,Depth_upperRange,Average_Depth,Depth_Units,mat_deg_c,map_mm,Lat_degrees,Lat_Minutes,Lat_Seconds,Direction,Lat_Coordinates,Long_degrees,Long_Minutes,Long_Seconds,Direction,Long_Coordinates,Date,Year,Month,Day,Season,Timing_notes,Soil _type,Soil_texture,soil_clay_%,soil_sand_%,soil_silt_%,Soil notes,forest_type,forest_type_standardized,forest_dbh,forest_dbh_units,forest_basal_area,forest_basal_area_units,canopy_height,canopy_height_units,canopy_cover,canopy_cover_units,canopy_estimate_method,LAI,LAI_units,stem_density,stem_density_units,stand_density,stand_density_units,canopy_gap,canopy_gap_units,forest_structure_notes,open_type
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.245018,0.216072,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-06-24,2011,06,24,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.243357,0.208964,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-06-25,2011,06,25,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.24137,0.202764,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-06-26,2011,06,26,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.239572,0.200846,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-06-27,2011,06,27,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.237587,0.198474,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-06-28,2011,06,28,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.235905,0.195261,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-06-29,2011,06,29,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.234394,0.1924,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-06-30,2011,06,30,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.232752,0.19121,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-01,2011,07,01,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.230649,0.189043,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-02,2011,07,02,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.229116,0.241236,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-03,2011,07,03,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.229331,0.225816,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-04,2011,07,04,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.228657,0.216706,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-05,2011,07,05,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.228125,0.209618,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-06,2011,07,06,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.225113,0.203988,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-07,2011,07,07,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.225416,0.199949,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-08,2011,07,08,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.223966,0.200097,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-09,2011,07,09,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.223479,0.198485,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-10,2011,07,10,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.222949,0.196566,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-11,2011,07,11,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.222806,0.234295,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-12,2011,07,12,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.225356,0.217833,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-13,2011,07,13,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.225035,0.208378,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-14,2011,07,14,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.220462,0.200234,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-15,2011,07,15,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.21983,0.196325,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-16,2011,07,16,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.218215,0.191861,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-17,2011,07,17,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
20,Estimation of CO2 effluxes from suburban forest floor and grass using a process-based model,"Chun, J.A.; Szlavecz, K.; Bernard, M.; Ferrer, D.; Hom, J.; Saliendra, N.",2014,Atmospheric Environment,Cub Hilll,Volumetric Water Content,VSWC,m^3/ m^3,0.21687,0.189141,30cm,30,,30,cm,,,,,,N,39,,,,W,-76.5,2011-07-18,2011,07,18,,,,clay loam,32.05,34,33.95,"Averaged percentages across all plots. Soil organic carbon (SOC) contents at the first soil layer were approximately 123.7 and 73.7 mg g−1, for the forest and grass sites, respectively. The overall sand fraction at the forest site (about 43.5%) was higher than that at the grass site (about 24.5%), while the overall silt fraction at the grass site was higher (about 40.6%) than that at the forest site (about 27.3%).",mixed deciduous forest,deciduous,,,,,,,,,,,,,,,,,,,grassland
23,Soil respiration response to prescribed burning and thinning in mixed-conifer and hardwood forests,"Concilio, A.; Ma, S.; Li, Q.; LeMoine, J.; Chen, J.; North, M.; Moorhead, D.; Jensen, R.",2005,Canadian Journal of Forest Research,Teakettle Experimental Forest,Soil Moisture Content,VSWC,%,12.16,12.17,Between 0 and 15 cm,0,15,7.5,cm,8.1,1250,36,58,,N,36.96667,119,2,,W,-119.033,2001,2001,,,,June-August,"Inceptisols, Entisols",,,,,Inceptisols and Entisols,mixed-conifer,Coniferous,44,cm,,,50,m,,,,,,,,,,,,"Teakettle Experimental Forest: Mean canopy height is 50 m, ages are up to 420 years old, and mean DBH ranges from 35 cm (red fir) to 53 cm (Jeffrey pine; North et al. 2004)",
23,Soil respiration response to prescribed burning and thinning in mixed-conifer and hardwood forests,"Concilio, A.; Ma, S.; Li, Q.; LeMoine, J.; Chen, J.; North, M.; Moorhead, D.; Jensen, R.",2005,Canadian Journal of Forest Research,Teakettle Experimental Forest,Soil Moisture Content,VSWC,%,10.17,12.6,Between 0 and 15 cm,0,15,7.5,cm,8.1,1250,36,58,,N,36.96667,119,2,,W,-119.033,2001,2001,,,,June-August,"Inceptisols, Entisols",,,,,Inceptisols and Entisols,mixed-conifer,Coniferous,44,cm,,,50,m,,,,,,,,,,,,"Teakettle Experimental Forest: Mean canopy height is 50 m, ages are up to 420 years old, and mean DBH ranges from 35 cm (red fir) to 53 cm (Jeffrey pine; North et al. 2004)",clearcut
23,Soil respiration response to prescribed burning and thinning in mixed-conifer and hardwood forests,"Concilio, A.; Ma, S.; Li, Q.; LeMoine, J.; Chen, J.; North, M.; Moorhead, D.; Jensen, R.",2005,Canadian Journal of Forest Research,Teakettle Experimental Forest,Soil Moisture Content,VSWC,%,12.72,16.33,Between 0 and 15 cm,0,15,7.5,cm,8.1,1250,36,58,,N,36.96667,119,2,,W,-119.033,2001,2001,,,,June-August,"Inceptisols, Entisols",,,,,Inceptisols and Entisols,mixed-conifer,Coniferous,44,cm,,,50,m,,,,,,,,,,,,"Teakettle Experimental Forest: Mean canopy height is 50 m, ages are up to 420 years old, and mean DBH ranges from 35 cm (red fir) to 53 cm (Jeffrey pine; North et al. 2004)",burned
23,Soil respiration response to prescribed burning and thinning in mixed-conifer and hardwood forests,"Concilio, A.; Ma, S.; Li, Q.; LeMoine, J.; Chen, J.; North, M.; Moorhead, D.; Jensen, R.",2005,Canadian Journal of Forest Research,Teakettle Experimental Forest,Soil Moisture Content,VSWC,%,12.1,12.39,Between 0 and 15 cm,0,15,7.5,cm,8.1,1250,36,58,,N,36.96667,119,2,,W,-119.033,2001,2001,,,,June-August,"Inceptisols, Entisols",,,,,Inceptisols and Entisols,mixed-conifer,Coniferous,44,cm,,,50,m,,,,,,,,,,,,"Teakettle Experimental Forest: Mean canopy height is 50 m, ages are up to 420 years old, and mean DBH ranges from 35 cm (red fir) to 53 cm (Jeffrey pine; North et al. 2004)",clearcut + burned
24,Comparing different methods to determine soil physical quality in a mediterranean forest and pasture land,"Cullotta, S.; Bagarello, V.; Baiamonte, G.; Gugliuzza, G.; Iovino, M.; La Mela Veca, D.S.; Maetzke, F.; Palmeri, V.; Sferlazza, S.",2016,Soil Science Society of America Journal,Madonie mountains,inital volumetric soil water content,VSWC,m^3/m^3,0.134,0.189,,,,,,14.5,811,,,,N,37.8834,,,,E,14.0167,2014,2014,,,,May-July,,,17.2,45.3,37.5,"Open site 29.5% clay, 43.7%silt, 26.8% sand",oaks,deciduous,,,5.9,m2/ha,,,34,%,Stand Visualization System (SVS) software,,,30450,stems/ha,2580,individuals/ha,,,,pasture
24,Comparing different methods to determine soil physical quality in a mediterranean forest and pasture land,"Cullotta, S.; Bagarello, V.; Baiamonte, G.; Gugliuzza, G.; Iovino, M.; La Mela Veca, D.S.; Maetzke, F.; Palmeri, V.; Sferlazza, S.",2016,Soil Science Society of America Journal,Madonie mountains,inital volumetric soil water content,VSWC,m^3/m^3,0.134,0.182,,,,,,14.5,811,,,,N,37.8834,,,,E,14.0167,2014,2014,,,,May-July,,,14.9,49.9,35.2,"Open site 29.5% clay, 43.7%silt, 26.8% sand",oaks,deciduous,,,18.8,m2/ha,,,74,%,Stand Visualization System (SVS) software,,,26744,stems/ha,2304,individuals/ha,,,,pasture
24,Comparing different methods to determine soil physical quality in a mediterranean forest and pasture land,"Cullotta, S.; Bagarello, V.; Baiamonte, G.; Gugliuzza, G.; Iovino, M.; La Mela Veca, D.S.; Maetzke, F.; Palmeri, V.; Sferlazza, S.",2016,Soil Science Society of America Journal,Madonie mountains,inital volumetric soil water content,VSWC,m^3/m^3,0.134,0.186,,,,,,14.5,811,,,,N,37.8834,,,,E,14.0167,2014,2014,,,,May-July,,,22,43.4,34.5,"Open site 29.5% clay, 43.7%silt, 26.8% sand",oaks,deciduous,,,41,m2/ha,,,94,%,Stand Visualization System (SVS) software,,,7448,stems/ha,2355,individuals/ha,,,,pasture
24,Comparing different methods to determine soil physical quality in a mediterranean forest and pasture land,"Cullotta, S.; Bagarello, V.; Baiamonte, G.; Gugliuzza, G.; Iovino, M.; La Mela Veca, D.S.; Maetzke, F.; Palmeri, V.; Sferlazza, S.",2016,Soil Science Society of America Journal,Madonie mountains,inital volumetric soil water content,VSWC,m^3/m^3,0.134,0.265,,,,,,14.5,811,,,,N,37.8834,,,,E,14.0167,2014,2014,,,,May-July,,,21.2,41.2,37.5,"Open site 29.5% clay, 43.7%silt, 26.8% sand",oaks,deciduous,,,61.4,m2/ha,,,97,%,Stand Visualization System (SVS) software,,,4138,stems/ha,1783,individuals/ha,,,,pasture
27,Regeneration gap and microsite niche partitioning in a high alpine forest: Are Norway spruce seedlings more drought-tolerant than beech seedlings?,"Diaci, J.; Rozman, J.; Rozman, A.",2020,Forest Ecology and Management,Karavanke Mountains,Soil moisture,VSWC,%,8.483432328,6.498495158,0-10cm,0,10,5,cm,5.9,1709,,,,,46.4341667,,,,,14.17333306,2010,2010,7,,,Normal year,Rendzinas,,,,,,"91% spruce, 8% beech and 1% silver fir",Coniferous,,,,,,,,,,,,,,,,0.03,ha,"This paper quantified gap size, rather than canopy cover. Small (canopy) gaps were smaller than < 0.03 ha, medium gaps covered areas between 0.03 and 0.20 ha and the large gap was about 0.50 ha. We delineated within square plots of 1.5 × 1.5 m on a systematic grid of 5 × 5 m.",gap
27,Regeneration gap and microsite niche partitioning in a high alpine forest: Are Norway spruce seedlings more drought-tolerant than beech seedlings?,"Diaci, J.; Rozman, J.; Rozman, A.",2020,Forest Ecology and Management,Karavanke Mountains,Soil moisture,VSWC,%,8.091406134,6.195800693,0-10cm,0,10,5,cm,5.9,1709,,,,,46.4341667,,,,,14.17333306,2010,2010,7,,,Normal year,Rendzinas,,,,,,"91% spruce, 8% beech and 1% silver fir",Coniferous,,,,,,,,,,,,,,,,0.115,ha,"This paper quantified gap size, rather than canopy cover. Small (canopy) gaps were smaller than < 0.03 ha, medium gaps covered areas between 0.03 and 0.20 ha and the large gap was about 0.50 ha. We delineated within square plots of 1.5 × 1.5 m on a systematic grid of 5 × 5 m.",gap
